scientific_name,park_name,observations,common_names,category,conservation_status
Oligoneuron rigidum var. rigidum,Yosemite National Park,138,Stiff Goldenrod,Vascular Plant,Not Protected
Oncophorus raui,Bryce National Park,80,Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus raui,Great Smoky Mountains National Park,76,Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus raui,Yellowstone National Park,238,Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus raui,Yosemite National Park,126,Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus wahlenbergii,Bryce National Park,132,Wahlenberg's Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus wahlenbergii,Great Smoky Mountains National Park,64,Wahlenberg's Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus wahlenbergii,Yellowstone National Park,234,Wahlenberg's Oncophorus Moss,Nonvascular Plant,Not Protected
Oncophorus wahlenbergii,Yosemite National Park,150,Wahlenberg's Oncophorus Moss,Nonvascular Plant,Not Protected
Oncorhynchus clarki behnkei,Bryce National Park,87,Finespotted Snake River Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarki behnkei,Great Smoky Mountains National Park,65,Finespotted Snake River Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarki behnkei,Yellowstone National Park,256,Finespotted Snake River Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarki behnkei,Yosemite National Park,192,Finespotted Snake River Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii bouvieri,Bryce National Park,114,Yellowstone Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii bouvieri,Great Smoky Mountains National Park,66,Yellowstone Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii bouvieri,Yellowstone National Park,279,Yellowstone Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii bouvieri,Yosemite National Park,140,Yellowstone Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii henshawi,Bryce National Park,57,Lahontan Cutthroat Trout,Fish,Threatened
Oncorhynchus clarkii henshawi,Great Smoky Mountains National Park,48,Lahontan Cutthroat Trout,Fish,Threatened
Oncorhynchus clarkii henshawi,Yellowstone National Park,111,Lahontan Cutthroat Trout,Fish,Threatened
Oncorhynchus clarkii henshawi,Yosemite National Park,85,Lahontan Cutthroat Trout,Fish,Threatened
Oncorhynchus clarkii lewisi,Bryce National Park,65,Westslope Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii lewisi,Great Smoky Mountains National Park,69,Westslope Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii lewisi,Yellowstone National Park,240,Westslope Cutthroat Trout,Fish,Not Protected
Oncorhynchus clarkii lewisi,Yosemite National Park,140,Westslope Cutthroat Trout,Fish,Not Protected
Oncorhynchus mykiss aguabonita,Bryce National Park,90,California Golden Trout,Fish,Not Protected
Oncorhynchus mykiss aguabonita,Great Smoky Mountains National Park,67,California Golden Trout,Fish,Not Protected
Oncorhynchus mykiss aguabonita,Yellowstone National Park,254,California Golden Trout,Fish,Not Protected
Oncorhynchus mykiss aguabonita,Yosemite National Park,166,California Golden Trout,Fish,Not Protected
Ondatra zibethicus,Bryce National Park,113,"Common Muskrat, Muskbeaver, Muskrat, Muskrat",Mammal,Not Protected
Ondatra zibethicus,Great Smoky Mountains National Park,125,"Common Muskrat, Muskbeaver, Muskrat, Muskrat",Mammal,Not Protected
Ondatra zibethicus,Yellowstone National Park,508,"Common Muskrat, Muskbeaver, Muskrat, Muskrat",Mammal,Not Protected
Ondatra zibethicus,Yosemite National Park,297,"Common Muskrat, Muskbeaver, Muskrat, Muskrat",Mammal,Not Protected
Onobrychis viciifolia,Bryce National Park,99,"Common Sainfoin, Sainfoin",Vascular Plant,Not Protected
Onobrychis viciifolia,Great Smoky Mountains National Park,78,"Common Sainfoin, Sainfoin",Vascular Plant,Not Protected
Onobrychis viciifolia,Yellowstone National Park,261,"Common Sainfoin, Sainfoin",Vascular Plant,Not Protected
Onobrychis viciifolia,Yosemite National Park,141,"Common Sainfoin, Sainfoin",Vascular Plant,Not Protected
Onoclea sensibilis,Bryce National Park,82,Sensitive Fern,Vascular Plant,Not Protected
Onoclea sensibilis,Great Smoky Mountains National Park,75,Sensitive Fern,Vascular Plant,Not Protected
Onoclea sensibilis,Yellowstone National Park,248,Sensitive Fern,Vascular Plant,Not Protected
Onoclea sensibilis,Yosemite National Park,130,Sensitive Fern,Vascular Plant,Not Protected
Onopordum acanthium,Bryce National Park,99,Scotch Thistle,Vascular Plant,Not Protected
Onopordum acanthium,Great Smoky Mountains National Park,76,Scotch Thistle,Vascular Plant,Not Protected
Onopordum acanthium,Yellowstone National Park,238,Scotch Thistle,Vascular Plant,Not Protected
Onopordum acanthium,Yosemite National Park,161,Scotch Thistle,Vascular Plant,Not Protected
Opheodrys aestivus aestivus,Bryce National Park,100,Eastern Rough Green Snake,Reptile,Not Protected
Opheodrys aestivus aestivus,Great Smoky Mountains National Park,69,Eastern Rough Green Snake,Reptile,Not Protected
Opheodrys aestivus aestivus,Yellowstone National Park,266,Eastern Rough Green Snake,Reptile,Not Protected
Opheodrys aestivus aestivus,Yosemite National Park,161,Eastern Rough Green Snake,Reptile,Not Protected
Ophioglossum pusillum,Bryce National Park,123,"Northern Adderstongue, Northern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum pusillum,Great Smoky Mountains National Park,64,"Northern Adderstongue, Northern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum pusillum,Yellowstone National Park,234,"Northern Adderstongue, Northern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum pusillum,Yosemite National Park,142,"Northern Adderstongue, Northern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum vulgatum,Bryce National Park,160,"Southern Adderstongue, Southern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum vulgatum,Great Smoky Mountains National Park,36,"Southern Adderstongue, Southern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum vulgatum,Yellowstone National Park,258,"Southern Adderstongue, Southern Adder's-Tongue",Vascular Plant,Not Protected
Ophioglossum vulgatum,Yosemite National Park,159,"Southern Adderstongue, Southern Adder's-Tongue",Vascular Plant,Not Protected
Ophisaurus attenuatus longicaudus,Bryce National Park,87,Eastern Slender Glass Lizard,Reptile,Not Protected
Ophisaurus attenuatus longicaudus,Great Smoky Mountains National Park,73,Eastern Slender Glass Lizard,Reptile,Not Protected
Ophisaurus attenuatus longicaudus,Yellowstone National Park,258,Eastern Slender Glass Lizard,Reptile,Not Protected
Ophisaurus attenuatus longicaudus,Yosemite National Park,152,Eastern Slender Glass Lizard,Reptile,Not Protected
Oporornis agilis,Bryce National Park,75,Connecticut Warbler,Bird,Not Protected
Oporornis agilis,Great Smoky Mountains National Park,92,Connecticut Warbler,Bird,Not Protected
Oporornis agilis,Yellowstone National Park,272,Connecticut Warbler,Bird,Not Protected
Oporornis agilis,Yosemite National Park,131,Connecticut Warbler,Bird,Not Protected
Oporornis formosus,Bryce National Park,108,Kentucky Warbler,Bird,Not Protected
Oporornis formosus,Great Smoky Mountains National Park,71,Kentucky Warbler,Bird,Not Protected
Oporornis formosus,Yellowstone National Park,278,Kentucky Warbler,Bird,Not Protected
Oporornis formosus,Yosemite National Park,163,Kentucky Warbler,Bird,Not Protected
Oporornis philadelphia,Bryce National Park,50,Mourning Warbler,Bird,Not Protected
Oporornis philadelphia,Great Smoky Mountains National Park,90,Mourning Warbler,Bird,Not Protected
Oporornis philadelphia,Yellowstone National Park,217,Mourning Warbler,Bird,Not Protected
Oporornis philadelphia,Yosemite National Park,173,Mourning Warbler,Bird,Not Protected
Opuntia fragilis,Bryce National Park,66,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Vascular Plant,Not Protected
Opuntia fragilis,Great Smoky Mountains National Park,57,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Vascular Plant,Not Protected
Opuntia fragilis,Yellowstone National Park,277,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Vascular Plant,Not Protected
Opuntia fragilis,Yosemite National Park,168,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Vascular Plant,Not Protected
Opuntia humifusa,Bryce National Park,64,Pricklypear,Vascular Plant,Not Protected
Opuntia humifusa,Great Smoky Mountains National Park,68,Pricklypear,Vascular Plant,Not Protected
Opuntia humifusa,Yellowstone National Park,248,Pricklypear,Vascular Plant,Not Protected
Opuntia humifusa,Yosemite National Park,154,Pricklypear,Vascular Plant,Not Protected
Opuntia polyacantha var. polyacantha,Bryce National Park,70,Hairspine Pricklypear,Vascular Plant,Not Protected
Opuntia polyacantha var. polyacantha,Great Smoky Mountains National Park,83,Hairspine Pricklypear,Vascular Plant,Not Protected
Opuntia polyacantha var. polyacantha,Yellowstone National Park,280,Hairspine Pricklypear,Vascular Plant,Not Protected
Opuntia polyacantha var. polyacantha,Yosemite National Park,139,Hairspine Pricklypear,Vascular Plant,Not Protected
Orbexilum onobrychis,Bryce National Park,111,Tall Psoralea,Vascular Plant,Not Protected
Orbexilum onobrychis,Great Smoky Mountains National Park,67,Tall Psoralea,Vascular Plant,Not Protected
Orbexilum onobrychis,Yellowstone National Park,265,Tall Psoralea,Vascular Plant,Not Protected
Orbexilum onobrychis,Yosemite National Park,131,Tall Psoralea,Vascular Plant,Not Protected
Orbexilum pedunculatum,Bryce National Park,82,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum,Great Smoky Mountains National Park,90,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum,Yellowstone National Park,233,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum,Yosemite National Park,148,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. pedunculatum,Bryce National Park,60,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. pedunculatum,Great Smoky Mountains National Park,94,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. pedunculatum,Yellowstone National Park,202,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. pedunculatum,Yosemite National Park,147,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. psoralioides,Bryce National Park,112,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. psoralioides,Great Smoky Mountains National Park,49,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. psoralioides,Yellowstone National Park,232,Sampson's Snakeroot,Vascular Plant,Not Protected
Orbexilum pedunculatum var. psoralioides,Yosemite National Park,165,Sampson's Snakeroot,Vascular Plant,Not Protected
Oreamnos americanus,Bryce National Park,116,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Mammal,Not Protected
Oreamnos americanus,Great Smoky Mountains National Park,68,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Mammal,Not Protected
Oreamnos americanus,Yellowstone National Park,231,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Mammal,Not Protected
Oreamnos americanus,Yosemite National Park,137,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Mammal,Not Protected
Oreortyx pictus,Bryce National Park,126,Mountain Quail,Bird,Not Protected
Oreortyx pictus,Great Smoky Mountains National Park,74,Mountain Quail,Bird,Not Protected
Oreortyx pictus,Yellowstone National Park,242,Mountain Quail,Bird,Not Protected
Oreortyx pictus,Yosemite National Park,150,Mountain Quail,Bird,Not Protected
Oreoscoptes montanus,Bryce National Park,107,Sage Thrasher,Bird,Species of Concern
Oreoscoptes montanus,Great Smoky Mountains National Park,38,Sage Thrasher,Bird,Species of Concern
Oreoscoptes montanus,Yellowstone National Park,202,Sage Thrasher,Bird,Species of Concern
Oreoscoptes montanus,Yosemite National Park,127,Sage Thrasher,Bird,Species of Concern
Oreostemma alpigenum var. haydenii,Bryce National Park,87,"Alpine Aster, Tundra Aster",Vascular Plant,Not Protected
Oreostemma alpigenum var. haydenii,Great Smoky Mountains National Park,92,"Alpine Aster, Tundra Aster",Vascular Plant,Not Protected
Oreostemma alpigenum var. haydenii,Yellowstone National Park,284,"Alpine Aster, Tundra Aster",Vascular Plant,Not Protected
Oreostemma alpigenum var. haydenii,Yosemite National Park,120,"Alpine Aster, Tundra Aster",Vascular Plant,Not Protected
Oreothlypis celata,Bryce National Park,75,Orange-Crowned Warbler,Bird,Not Protected
Oreothlypis celata,Great Smoky Mountains National Park,82,Orange-Crowned Warbler,Bird,Not Protected
Oreothlypis celata,Yellowstone National Park,259,Orange-Crowned Warbler,Bird,Not Protected
Oreothlypis celata,Yosemite National Park,145,Orange-Crowned Warbler,Bird,Not Protected
Oreothlypis peregrina,Bryce National Park,71,Tennessee Warbler,Bird,Not Protected
Oreothlypis peregrina,Great Smoky Mountains National Park,81,Tennessee Warbler,Bird,Not Protected
Oreothlypis peregrina,Yellowstone National Park,250,Tennessee Warbler,Bird,Not Protected
Oreothlypis peregrina,Yosemite National Park,164,Tennessee Warbler,Bird,Not Protected
Oreothlypis ruficapilla,Bryce National Park,111,Nashville Warbler,Bird,Not Protected
Oreothlypis ruficapilla,Great Smoky Mountains National Park,42,Nashville Warbler,Bird,Not Protected
Oreothlypis ruficapilla,Yellowstone National Park,243,Nashville Warbler,Bird,Not Protected
Oreothlypis ruficapilla,Yosemite National Park,129,Nashville Warbler,Bird,Not Protected
Oreothlypis virginiae,Bryce National Park,84,Virginia's Warbler,Bird,Not Protected
Oreothlypis virginiae,Great Smoky Mountains National Park,74,Virginia's Warbler,Bird,Not Protected
Oreothlypis virginiae,Yellowstone National Park,226,Virginia's Warbler,Bird,Not Protected
Oreothlypis virginiae,Yosemite National Park,134,Virginia's Warbler,Bird,Not Protected
Ornithogalum umbellatum,Bryce National Park,81,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",Vascular Plant,Not Protected
Ornithogalum umbellatum,Great Smoky Mountains National Park,71,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",Vascular Plant,Not Protected
Ornithogalum umbellatum,Yellowstone National Park,276,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",Vascular Plant,Not Protected
Ornithogalum umbellatum,Yosemite National Park,155,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",Vascular Plant,Not Protected
Orobanche californica ssp. grayana,Bryce National Park,93,Gray's Broomrape,Vascular Plant,Not Protected
Orobanche californica ssp. grayana,Great Smoky Mountains National Park,74,Gray's Broomrape,Vascular Plant,Not Protected
Orobanche californica ssp. grayana,Yellowstone National Park,260,Gray's Broomrape,Vascular Plant,Not Protected
Orobanche californica ssp. grayana,Yosemite National Park,153,Gray's Broomrape,Vascular Plant,Not Protected
Orobanche corymbosa,Bryce National Park,123,"Flat-Top Broomrape, Rydberg's Broomrape",Vascular Plant,Not Protected
Orobanche corymbosa,Great Smoky Mountains National Park,119,"Flat-Top Broomrape, Rydberg's Broomrape",Vascular Plant,Not Protected
Orobanche corymbosa,Yellowstone National Park,278,"Flat-Top Broomrape, Rydberg's Broomrape",Vascular Plant,Not Protected
Orobanche corymbosa,Yosemite National Park,142,"Flat-Top Broomrape, Rydberg's Broomrape",Vascular Plant,Not Protected
Orobanche fasciculata,Bryce National Park,105,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",Vascular Plant,Not Protected
Orobanche fasciculata,Great Smoky Mountains National Park,79,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",Vascular Plant,Not Protected
Orobanche fasciculata,Yellowstone National Park,278,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",Vascular Plant,Not Protected
Orobanche fasciculata,Yosemite National Park,142,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",Vascular Plant,Not Protected
Orobanche ludoviciana var. ludoviciana,Bryce National Park,93,Louisiana Broomrape,Vascular Plant,Not Protected
Orobanche ludoviciana var. ludoviciana,Great Smoky Mountains National Park,85,Louisiana Broomrape,Vascular Plant,Not Protected
Orobanche ludoviciana var. ludoviciana,Yellowstone National Park,236,Louisiana Broomrape,Vascular Plant,Not Protected
Orobanche ludoviciana var. ludoviciana,Yosemite National Park,96,Louisiana Broomrape,Vascular Plant,Not Protected
Orobanche uniflora,Bryce National Park,196,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape, Naked Broomrape, One-Flowered Cancer-Root",Vascular Plant,Not Protected
Orobanche uniflora,Great Smoky Mountains National Park,153,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape, Naked Broomrape, One-Flowered Cancer-Root",Vascular Plant,Not Protected
Orobanche uniflora,Yellowstone National Park,498,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape, Naked Broomrape, One-Flowered Cancer-Root",Vascular Plant,Not Protected
Orobanche uniflora,Yosemite National Park,373,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape, Naked Broomrape, One-Flowered Cancer-Root",Vascular Plant,Not Protected
Orogenia linearifolia,Bryce National Park,98,"Great Basin Indian Potato, Indianpotato",Vascular Plant,Not Protected
Orogenia linearifolia,Great Smoky Mountains National Park,64,"Great Basin Indian Potato, Indianpotato",Vascular Plant,Not Protected
Orogenia linearifolia,Yellowstone National Park,292,"Great Basin Indian Potato, Indianpotato",Vascular Plant,Not Protected
Orogenia linearifolia,Yosemite National Park,148,"Great Basin Indian Potato, Indianpotato",Vascular Plant,Not Protected
Orthilia secunda,Bryce National Park,106,"One-Sided Wintergreen, Sidebells Wintergreen",Vascular Plant,Not Protected
Orthilia secunda,Great Smoky Mountains National Park,72,"One-Sided Wintergreen, Sidebells Wintergreen",Vascular Plant,Not Protected
Orthilia secunda,Yellowstone National Park,246,"One-Sided Wintergreen, Sidebells Wintergreen",Vascular Plant,Not Protected
Orthilia secunda,Yosemite National Park,133,"One-Sided Wintergreen, Sidebells Wintergreen",Vascular Plant,Not Protected
Orthocarpus cuspidatus ssp. cryptanthus,Bryce National Park,102,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus cuspidatus ssp. cryptanthus,Great Smoky Mountains National Park,107,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus cuspidatus ssp. cryptanthus,Yellowstone National Park,256,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus cuspidatus ssp. cryptanthus,Yosemite National Park,159,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus luteus,Bryce National Park,78,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus luteus,Great Smoky Mountains National Park,47,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus luteus,Yellowstone National Park,234,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Vascular Plant,Not Protected
Orthocarpus luteus,Yosemite National Park,150,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Vascular Plant,Not Protected
Orthodontium pellucens,Bryce National Park,72,Translucent Orthodontium,Nonvascular Plant,Not Protected
Orthodontium pellucens,Great Smoky Mountains National Park,104,Translucent Orthodontium,Nonvascular Plant,Not Protected
Orthodontium pellucens,Yellowstone National Park,238,Translucent Orthodontium,Nonvascular Plant,Not Protected
Orthodontium pellucens,Yosemite National Park,135,Translucent Orthodontium,Nonvascular Plant,Not Protected
Orthotrichum exiguum,Bryce National Park,114,Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum exiguum,Great Smoky Mountains National Park,67,Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum exiguum,Yellowstone National Park,277,Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum exiguum,Yosemite National Park,140,Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum ohioense,Bryce National Park,81,Ohio Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum ohioense,Great Smoky Mountains National Park,42,Ohio Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum ohioense,Yellowstone National Park,239,Ohio Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum ohioense,Yosemite National Park,168,Ohio Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum stellatum,Bryce National Park,131,Stellate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum stellatum,Great Smoky Mountains National Park,71,Stellate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum stellatum,Yellowstone National Park,222,Stellate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum stellatum,Yosemite National Park,178,Stellate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum strangulatum,Bryce National Park,92,Strangulate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum strangulatum,Great Smoky Mountains National Park,114,Strangulate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum strangulatum,Yellowstone National Park,260,Strangulate Orthotrichum Moss,Nonvascular Plant,Not Protected
Orthotrichum strangulatum,Yosemite National Park,147,Strangulate Orthotrichum Moss,Nonvascular Plant,Not Protected
Oryzomys palustris,Bryce National Park,117,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris,Great Smoky Mountains National Park,88,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris,Yellowstone National Park,266,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris,Yosemite National Park,141,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris palustris,Bryce National Park,124,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris palustris,Great Smoky Mountains National Park,40,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris palustris,Yellowstone National Park,242,Marsh Rice Rat,Mammal,Not Protected
Oryzomys palustris palustris,Yosemite National Park,118,Marsh Rice Rat,Mammal,Not Protected
Oryzopsis asperifolia,Bryce National Park,126,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",Vascular Plant,Not Protected
Oryzopsis asperifolia,Great Smoky Mountains National Park,41,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",Vascular Plant,Not Protected
Oryzopsis asperifolia,Yellowstone National Park,231,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",Vascular Plant,Not Protected
Oryzopsis asperifolia,Yosemite National Park,157,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",Vascular Plant,Not Protected
Osmorhiza berteroi,Bryce National Park,108,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Vascular Plant,Not Protected
Osmorhiza berteroi,Great Smoky Mountains National Park,87,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Vascular Plant,Not Protected
Osmorhiza berteroi,Yellowstone National Park,263,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Vascular Plant,Not Protected
Osmorhiza berteroi,Yosemite National Park,135,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Vascular Plant,Not Protected
Osmorhiza brachypoda,Bryce National Park,101,"California Sweetcicely, California Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza brachypoda,Great Smoky Mountains National Park,100,"California Sweetcicely, California Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza brachypoda,Yellowstone National Park,237,"California Sweetcicely, California Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza brachypoda,Yosemite National Park,125,"California Sweetcicely, California Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza claytonii,Bryce National Park,67,"Hairy Sweet-Cicely, Sweet Cicely",Vascular Plant,Not Protected
Osmorhiza claytonii,Great Smoky Mountains National Park,79,"Hairy Sweet-Cicely, Sweet Cicely",Vascular Plant,Not Protected
Osmorhiza claytonii,Yellowstone National Park,258,"Hairy Sweet-Cicely, Sweet Cicely",Vascular Plant,Not Protected
Osmorhiza claytonii,Yosemite National Park,162,"Hairy Sweet-Cicely, Sweet Cicely",Vascular Plant,Not Protected
Osmorhiza depauperata,Bryce National Park,67,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Vascular Plant,Not Protected
Osmorhiza depauperata,Great Smoky Mountains National Park,67,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Vascular Plant,Not Protected
Osmorhiza depauperata,Yellowstone National Park,236,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Vascular Plant,Not Protected
Osmorhiza depauperata,Yosemite National Park,163,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Vascular Plant,Not Protected
Osmorhiza longistylis,Bryce National Park,79,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza longistylis,Great Smoky Mountains National Park,87,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza longistylis,Yellowstone National Park,284,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza longistylis,Yosemite National Park,127,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Vascular Plant,Not Protected
Osmorhiza occidentalis,Bryce National Park,117,"Sweetanise, Western Sweetroot",Vascular Plant,Not Protected
Osmorhiza occidentalis,Great Smoky Mountains National Park,70,"Sweetanise, Western Sweetroot",Vascular Plant,Not Protected
Osmorhiza occidentalis,Yellowstone National Park,245,"Sweetanise, Western Sweetroot",Vascular Plant,Not Protected
Osmorhiza occidentalis,Yosemite National Park,128,"Sweetanise, Western Sweetroot",Vascular Plant,Not Protected
Osmunda cinnamomea,Bryce National Park,121,Cinnamon Fern,Vascular Plant,Not Protected
Osmunda cinnamomea,Great Smoky Mountains National Park,98,Cinnamon Fern,Vascular Plant,Not Protected
Osmunda cinnamomea,Yellowstone National Park,260,Cinnamon Fern,Vascular Plant,Not Protected
Osmunda cinnamomea,Yosemite National Park,162,Cinnamon Fern,Vascular Plant,Not Protected
Osmunda claytoniana,Bryce National Park,75,Interrupted Fern,Vascular Plant,Not Protected
Osmunda claytoniana,Great Smoky Mountains National Park,73,Interrupted Fern,Vascular Plant,Not Protected
Osmunda claytoniana,Yellowstone National Park,259,Interrupted Fern,Vascular Plant,Not Protected
Osmunda claytoniana,Yosemite National Park,144,Interrupted Fern,Vascular Plant,Not Protected
Osmunda regalis var. spectabilis,Bryce National Park,113,Royal Fern,Vascular Plant,Not Protected
Osmunda regalis var. spectabilis,Great Smoky Mountains National Park,69,Royal Fern,Vascular Plant,Not Protected
Osmunda regalis var. spectabilis,Yellowstone National Park,252,Royal Fern,Vascular Plant,Not Protected
Osmunda regalis var. spectabilis,Yosemite National Park,136,Royal Fern,Vascular Plant,Not Protected
Ostrya,Bryce National Park,91,Hophornbeam,Vascular Plant,Not Protected
Ostrya,Great Smoky Mountains National Park,71,Hophornbeam,Vascular Plant,Not Protected
Ostrya,Yellowstone National Park,234,Hophornbeam,Vascular Plant,Not Protected
Ostrya,Yosemite National Park,140,Hophornbeam,Vascular Plant,Not Protected
Ostrya virginiana,Bryce National Park,96,"Eastern Hop-Hornbeam, Hop-Hornbeam",Vascular Plant,Not Protected
Ostrya virginiana,Great Smoky Mountains National Park,80,"Eastern Hop-Hornbeam, Hop-Hornbeam",Vascular Plant,Not Protected
Ostrya virginiana,Yellowstone National Park,244,"Eastern Hop-Hornbeam, Hop-Hornbeam",Vascular Plant,Not Protected
Ostrya virginiana,Yosemite National Park,167,"Eastern Hop-Hornbeam, Hop-Hornbeam",Vascular Plant,Not Protected
